customer_id,age,gender,tenure_months,policy_type,annual_premium,late_payments,auto_debit,num_claims,total_claim_amount,interactions,avg_response_days,satisfaction,payment_consistency,claim_to_premium,engagement_score,renewal_prob_synthetic,renewed,last_interaction_date
104340,79,F,53,Whole,18903,0,1,0,0,1,0.2,2.9,1.0,0.0,2.14,0.755,0,2025-01-30
104341,66,M,61,Health,8610,0,0,0,0,1,0.3,4.4,1.0,0.0,3.04,0.874,0,2025-11-18
104342,65,F,46,Motor,10001,0,1,0,0,0,1.8,2.9,1.0,0.0,1.74,0.813,1,2025-02-12
104343,47,F,110,Term,27618,1,1,0,0,1,2.4,3.3,0.991,0.0,2.38,0.71,1,2024-04-28
104344,29,F,74,Health,10848,0,0,1,2532,0,3.0,4.6,1.0,0.233,2.76,0.551,1,2025-04-30
104345,52,F,60,Health,15163,2,1,0,0,0,3.5,4.1,0.967,0.0,2.46,0.611,1,2025-10-04
104346,28,M,51,Health,6020,1,0,1,19956,1,3.2,2.8,0.981,3.315,2.08,0.298,0,2024-02-02
104347,63,M,112,Motor,4828,1,0,0,0,4,4.3,3.5,0.991,0.0,3.7,0.749,0,2025-03-24
104348,67,M,73,Motor,17183,1,1,0,0,4,3.6,3.3,0.986,0.0,3.58,0.61,1,2025-04-30
104349,38,F,84,Health,10539,0,0,0,0,3,5.0,3.2,1.0,0.0,3.12,0.929,1,2025-11-03
104350,38,M,48,Whole,43089,0,0,1,1327,1,3.9,3.3,1.0,0.031,2.38,0.634,1,2024-10-28
104351,22,F,84,Health,55776,1,1,0,0,2,3.3,4.8,0.988,0.0,3.68,0.576,0,2025-08-20
104352,65,M,40,Health,6398,1,1,1,18048,5,1.7,3.2,0.976,2.821,3.92,0.436,1,2024-05-15
104353,37,M,7,Health,4948,0,1,0,0,4,4.1,4.7,1.0,0.0,4.42,0.882,1,2024-03-18
104354,54,F,75,Term,43688,1,1,1,19821,0,0.5,4.5,0.987,0.454,2.7,0.322,1,2024-12-30
104355,20,M,85,Health,20513,0,1,0,0,4,5.5,4.6,1.0,0.0,4.36,0.879,1,2025-03-28
104356,61,M,102,Whole,16899,2,1,0,0,1,5.0,4.2,0.981,0.0,2.92,0.656,1,2025-04-06
104357,50,F,111,Motor,5321,1,1,0,0,5,2.5,4.2,0.991,0.0,4.52,0.797,1,2024-05-05
104358,70,M,19,Whole,53071,0,1,0,0,2,2.2,4.0,1.0,0.0,3.2,0.916,0,2025-01-26
104359,78,M,110,Health,8373,0,0,1,21348,3,4.9,3.4,1.0,2.55,3.24,0.608,0,2025-11-09
104360,26,M,15,Term,25270,0,1,0,0,3,2.9,5.0,1.0,0.0,4.2,0.736,1,2024-04-13
104361,78,M,70,Home,24412,0,1,0,0,5,4.8,3.5,1.0,0.0,4.1,0.98,1,2025-06-20
104362,26,F,61,Health,4654,0,1,0,0,3,5.1,3.7,1.0,0.0,3.42,0.927,1,2024-11-23
104363,21,F,56,Term,9497,0,0,0,0,1,1.5,4.3,1.0,0.0,2.98,0.697,1,2025-04-04
104364,52,M,10,Health,5607,0,1,0,0,0,0.0,4.2,1.0,0.0,2.52,0.721,1,2024-09-23
104365,34,M,46,Motor,3554,0,0,0,0,3,2.8,2.8,1.0,0.0,2.88,0.759,1,2024-08-23
104366,51,M,80,Motor,13028,0,0,0,0,4,4.8,3.7,1.0,0.0,3.82,0.967,1,2025-09-30
104367,41,F,109,Motor,6106,0,0,0,0,2,2.9,3.6,1.0,0.0,2.96,0.788,1,2024-01-01
104368,49,M,75,Term,8400,0,1,0,0,3,5.0,4.8,1.0,0.0,4.08,0.835,1,2024-05-26
104369,18,M,57,Motor,5213,0,0,0,0,0,0.7,4.2,1.0,0.0,2.52,0.614,0,2024-09-30
104370,25,F,35,Motor,11916,0,1,0,0,2,0.0,5.0,1.0,0.0,3.8,0.853,0,2024-09-29
104371,62,F,72,Health,42844,0,1,0,0,5,3.2,3.7,1.0,0.0,4.22,0.98,1,2024-07-12
104372,40,M,92,Motor,18648,1,0,0,0,2,0.9,3.8,0.989,0.0,3.08,0.665,1,2025-03-07
104373,64,M,3,Whole,10341,0,1,0,0,0,2.1,3.7,1.0,0.0,2.22,0.861,1,2025-04-03
104374,57,M,66,Term,14401,0,0,0,0,2,2.6,4.2,1.0,0.0,3.32,0.786,1,2024-09-25
104375,29,M,53,Motor,17737,0,1,0,0,4,5.1,5.0,1.0,0.0,4.6,0.764,1,2024-07-23
104376,71,F,78,Health,17928,0,1,0,0,2,4.5,3.9,1.0,0.0,3.14,0.951,1,2024-03-20
104377,29,F,52,Term,12241,1,1,0,0,2,2.1,3.1,0.981,0.0,2.66,0.599,1,2025-08-24
104378,63,F,93,Health,9085,0,0,1,3761,1,5.3,4.1,1.0,0.414,2.86,0.685,1,2024-08-28
104379,64,M,53,Motor,25156,0,1,0,0,2,7.3,3.3,1.0,0.0,2.78,0.716,1,2024-05-04
104380,32,M,54,Term,6696,0,1,2,21238,4,3.0,3.4,1.0,3.172,3.64,0.706,1,2025-08-01
104381,58,M,47,Term,25419,0,1,0,0,1,5.5,4.0,1.0,0.0,2.8,0.98,1,2025-07-15
104382,36,M,3,Whole,11035,0,1,1,26234,1,7.2,5.0,1.0,2.377,3.4,0.561,1,2025-06-05
104383,43,F,65,Home,31646,1,1,0,0,1,4.5,3.6,0.985,0.0,2.56,0.411,0,2024-11-07
104384,69,M,15,Home,7360,1,0,0,0,1,2.4,4.0,0.938,0.0,2.8,0.641,0,2024-09-01
104385,46,M,84,Health,7255,0,1,1,339,2,4.1,3.8,1.0,0.047,3.08,0.441,0,2024-02-14
104386,39,M,86,Health,15545,0,1,0,0,3,1.2,4.3,1.0,0.0,3.78,0.98,1,2024-05-02
104387,57,M,34,Whole,8329,1,0,0,0,1,1.7,2.0,0.971,0.0,1.6,0.537,1,2024-02-16
104388,38,M,50,Term,43968,0,1,0,0,0,2.2,3.6,1.0,0.0,2.16,0.98,1,2024-07-13
104389,68,F,33,Motor,9274,0,0,0,0,2,3.1,3.7,1.0,0.0,3.02,0.699,1,2024-12-30
104390,55,M,73,Term,7809,0,1,0,0,1,3.6,4.0,1.0,0.0,2.8,0.913,1,2025-03-09
104391,37,F,3,Health,19980,1,1,0,0,3,1.1,4.4,0.75,0.0,3.84,0.297,0,2025-08-28
104392,74,M,2,Health,2972,0,1,0,0,1,6.4,4.9,1.0,0.0,3.34,0.959,1,2025-06-10
104393,46,M,4,Term,45808,1,0,0,0,1,2.8,3.9,0.8,0.0,2.74,0.588,1,2025-03-13
104394,68,F,16,Health,22554,1,1,0,0,4,2.1,5.0,0.941,0.0,4.6,0.649,1,2024-11-07
104395,21,M,54,Health,17821,0,1,0,0,3,6.2,4.4,1.0,0.0,3.84,0.962,1,2025-07-22
104396,72,F,33,Motor,8669,0,1,0,0,2,4.7,4.7,1.0,0.0,3.62,0.743,0,2024-01-25
104397,24,M,9,Term,13607,0,1,2,130518,2,3.8,4.1,1.0,9.592,3.26,0.67,0,2024-05-18
104398,45,M,57,Whole,9483,1,0,0,0,2,3.8,4.1,0.983,0.0,3.26,0.731,1,2025-08-24
104399,45,F,40,Health,10805,0,0,0,0,2,3.2,4.9,1.0,0.0,3.74,0.723,0,2025-02-09
104400,21,F,102,Home,26871,0,1,1,3410,1,3.0,4.2,1.0,0.127,2.92,0.787,1,2024-10-15
104401,39,F,52,Term,19065,1,1,1,14805,1,3.4,4.2,0.981,0.777,2.92,0.458,0,2024-11-01
104402,29,F,82,Home,11569,0,1,0,0,2,4.7,3.1,1.0,0.0,2.66,0.832,1,2024-05-22
104403,62,M,16,Motor,4408,1,1,1,4388,2,1.6,3.8,0.941,0.995,3.08,0.376,1,2025-04-27
104404,20,F,8,Motor,57763,1,0,0,0,2,4.0,3.5,0.889,0.0,2.9,0.751,0,2024-12-10
104405,39,F,87,Term,27015,1,1,0,0,0,1.8,4.6,0.989,0.0,2.76,0.681,0,2025-03-09
104406,61,M,60,Whole,9282,1,0,1,5445,1,5.9,4.2,0.984,0.587,2.92,0.52,0,2025-01-28
104407,19,M,36,Term,16840,0,1,1,5056,3,2.4,4.3,1.0,0.3,3.78,0.654,1,2025-05-21
104408,41,F,3,Health,7845,0,0,0,0,0,2.2,3.6,1.0,0.0,2.16,0.824,1,2024-03-20
104409,51,M,15,Home,9058,0,1,0,0,4,0.0,3.5,1.0,0.0,3.7,0.83,1,2024-08-30
104410,44,M,102,Term,8579,2,1,0,0,2,2.1,4.0,0.981,0.0,3.2,0.692,0,2024-09-21
104411,72,F,97,Health,16045,0,1,0,0,2,5.0,4.8,1.0,0.0,3.68,0.843,1,2025-04-14
104412,58,M,82,Term,8677,0,0,0,0,2,6.0,3.1,1.0,0.0,2.66,0.714,1,2024-09-26
104413,18,M,23,Motor,15578,0,0,0,0,2,0.0,3.4,1.0,0.0,2.84,0.757,1,2024-06-28
104414,25,F,107,Term,34331,0,0,0,0,1,0.8,5.0,1.0,0.0,3.4,0.98,1,2024-10-18
104415,40,M,3,Term,6441,0,1,1,30360,1,4.0,3.0,1.0,4.714,2.2,0.442,0,2024-05-29
104416,55,F,30,Whole,6467,1,0,0,0,1,2.2,4.7,0.968,0.0,3.22,0.573,0,2025-07-24
104417,23,M,45,Motor,39350,0,0,0,0,1,7.8,2.5,1.0,0.0,1.9,0.793,1,2025-11-26
104418,39,M,17,Term,22917,0,1,0,0,3,4.2,3.3,1.0,0.0,3.18,0.861,1,2024-08-21
104419,42,M,114,Term,14904,0,0,0,0,3,5.3,4.5,1.0,0.0,3.9,0.797,1,2025-05-12
104420,35,F,58,Term,5109,2,1,2,18436,4,5.3,3.4,0.966,3.609,3.64,0.502,1,2024-03-10
104421,34,M,58,Home,4519,0,0,0,0,1,3.0,3.5,1.0,0.0,2.5,0.814,1,2025-03-24
104422,78,M,96,Health,7749,0,1,0,0,1,1.5,2.4,1.0,0.0,1.84,0.98,1,2024-10-21
104423,29,M,110,Motor,16357,0,1,0,0,4,7.8,3.1,1.0,0.0,3.46,0.824,1,2024-08-07
104424,23,M,57,Motor,28421,1,1,1,11962,2,1.9,2.6,0.983,0.421,2.36,0.481,0,2024-05-24
104425,43,M,7,Term,16031,0,1,0,0,2,1.8,2.8,1.0,0.0,2.48,0.838,1,2025-11-29
104426,44,M,39,Health,16717,1,1,0,0,3,3.6,4.4,0.975,0.0,3.84,0.59,1,2024-09-30
104427,25,M,78,Term,30835,1,1,0,0,1,2.4,2.8,0.987,0.0,2.08,0.512,0,2024-08-28
104428,36,M,58,Health,19875,0,0,0,0,2,1.1,4.0,1.0,0.0,3.2,0.98,1,2025-02-28
104429,77,F,56,Health,10121,0,0,0,0,1,3.4,3.7,1.0,0.0,2.62,0.759,1,2025-08-07
104430,59,F,15,Health,14251,1,0,1,70397,3,3.5,2.9,0.938,4.94,2.94,0.371,1,2025-08-31
104431,18,M,44,Term,28945,0,1,1,32138,0,3.4,2.9,1.0,1.11,1.74,0.582,1,2024-08-12
104432,74,M,12,Term,17739,0,1,0,0,4,0.2,4.3,1.0,0.0,4.18,0.951,1,2025-05-02
104433,46,F,8,Motor,41537,2,1,1,2662,4,0.3,4.3,0.778,0.064,4.18,0.178,1,2024-06-26
104434,62,F,80,Motor,8805,1,1,0,0,2,2.9,4.8,0.988,0.0,3.68,0.781,1,2025-06-03
104435,66,M,41,Term,6893,0,1,1,3968,0,5.4,3.7,1.0,0.576,2.22,0.555,1,2025-11-16
104436,52,F,34,Term,18654,0,0,0,0,4,5.0,3.4,1.0,0.0,3.64,0.833,1,2025-08-11
104437,57,M,46,Motor,15768,0,1,0,0,3,3.1,2.3,1.0,0.0,2.58,0.871,1,2024-03-16
104438,31,M,88,Motor,6428,2,1,0,0,4,0.7,3.8,0.978,0.0,3.88,0.628,0,2025-06-21
104439,52,M,120,Home,9568,0,1,1,27583,2,4.9,2.7,1.0,2.883,2.42,0.615,1,2025-04-20
104440,65,F,29,Whole,34533,0,1,0,0,0,6.9,3.3,1.0,0.0,1.98,0.819,0,2025-06-22
104441,62,M,16,Health,20450,1,0,0,0,1,4.7,3.5,0.941,0.0,2.5,0.56,0,2024-05-19
104442,37,F,5,Term,10038,1,1,0,0,1,6.5,3.0,0.833,0.0,2.2,0.496,1,2025-10-24
104443,73,M,5,Health,7563,1,0,0,0,1,4.6,4.9,0.833,0.0,3.34,0.479,0,2024-11-30
104444,66,M,116,Term,11583,0,1,1,8086,2,6.3,5.0,1.0,0.698,3.8,0.608,0,2024-09-12
104445,30,M,30,Term,27940,0,0,0,0,0,3.8,5.0,1.0,0.0,3.0,0.808,1,2025-03-08
104446,78,F,117,Term,15394,0,1,1,12327,0,0.2,4.9,1.0,0.801,2.94,0.863,1,2024-02-15
104447,55,M,50,Motor,14061,0,1,1,33917,2,3.4,4.2,1.0,2.412,3.32,0.664,0,2025-10-20
104448,66,M,114,Health,28860,0,0,0,0,1,4.1,4.6,1.0,0.0,3.16,0.781,1,2025-02-16
104449,63,M,5,Health,6648,0,0,1,16550,2,0.7,4.4,1.0,2.489,3.44,0.572,0,2024-09-19
104450,66,F,107,Motor,8507,0,1,1,6182,1,0.0,3.5,1.0,0.727,2.5,0.738,1,2025-11-15
104451,79,M,13,Motor,16293,0,1,0,0,2,3.3,4.8,1.0,0.0,3.68,0.884,1,2024-04-09
104452,25,M,99,Health,14043,1,0,0,0,1,3.5,3.3,0.99,0.0,2.38,0.651,1,2024-06-29
104453,60,M,49,Home,12088,0,1,1,8748,2,3.1,4.7,1.0,0.724,3.62,0.529,1,2025-09-20
104454,37,F,89,Health,29786,1,0,1,2394,1,5.9,4.5,0.989,0.08,3.1,0.447,1,2024-10-22
104455,77,F,50,Term,3788,0,0,1,12167,2,4.9,3.7,1.0,3.212,3.02,0.644,1,2024-12-08
104456,50,F,14,Home,7062,1,1,0,0,1,5.5,2.9,0.933,0.0,2.14,0.512,0,2025-06-09
104457,43,M,108,Term,21746,0,1,0,0,1,5.1,4.4,1.0,0.0,3.04,0.98,1,2024-04-14
104458,56,M,46,Health,10847,0,1,1,1002,2,2.4,3.1,1.0,0.092,2.66,0.52,1,2025-04-13
104459,38,F,90,Whole,53619,0,0,0,0,1,2.5,4.2,1.0,0.0,2.92,0.964,1,2025-03-13
104460,70,M,82,Health,30711,0,1,0,0,2,1.6,4.1,1.0,0.0,3.26,0.861,1,2025-05-17
104461,66,M,84,Health,10897,0,0,1,17307,1,4.5,3.9,1.0,1.588,2.74,0.599,1,2024-02-06
104462,79,M,34,Term,21331,0,1,0,0,4,0.0,4.0,1.0,0.0,4.0,0.903,0,2024-01-02
104463,59,F,71,Health,20611,0,0,0,0,2,2.5,3.6,1.0,0.0,2.96,0.694,0,2024-03-04
104464,60,M,47,Motor,36691,0,1,0,0,1,2.5,3.1,1.0,0.0,2.26,0.98,1,2025-04-26
104465,71,F,60,Whole,12360,0,0,0,0,1,2.3,4.2,1.0,0.0,2.92,0.843,1,2024-02-05
104466,79,F,74,Health,9878,0,1,0,0,1,3.1,5.0,1.0,0.0,3.4,0.779,0,2024-06-06
104467,58,M,79,Whole,19644,1,0,0,0,1,1.3,4.6,0.988,0.0,3.16,0.566,1,2025-11-25
104468,26,M,81,Motor,12469,0,0,0,0,1,5.3,4.4,1.0,0.0,3.04,0.836,1,2025-07-29
104469,41,F,11,Motor,22981,0,1,0,0,2,5.0,3.4,1.0,0.0,2.84,0.854,1,2024-11-30
104470,54,F,98,Motor,34007,0,1,0,0,1,4.7,5.0,1.0,0.0,3.4,0.84,1,2024-09-26
104471,66,F,91,Term,7711,1,1,1,14979,4,4.7,4.2,0.989,1.943,4.12,0.533,0,2025-10-04
104472,58,F,85,Term,9275,0,0,0,0,4,8.0,4.1,1.0,0.0,4.06,0.954,1,2024-04-27
104473,34,M,95,Term,32020,0,0,0,0,2,3.4,4.4,1.0,0.0,3.44,0.98,1,2025-06-07
104474,41,F,50,Term,14850,0,1,0,0,2,2.9,3.0,1.0,0.0,2.6,0.893,0,2025-02-01
104475,38,M,4,Health,15219,1,0,0,0,1,7.1,4.0,0.8,0.0,2.8,0.632,0,2025-02-23
104476,68,F,41,Home,28606,1,1,1,27676,2,2.3,4.5,0.976,0.967,3.5,0.539,1,2025-08-24
104477,76,F,59,Health,13743,0,1,0,0,3,1.8,3.9,1.0,0.0,3.54,0.736,1,2024-07-12
104478,56,F,60,Home,25278,1,1,1,1415,3,4.5,2.6,0.984,0.056,2.76,0.605,0,2025-03-28
104479,72,F,113,Term,8159,0,1,0,0,1,3.3,4.4,1.0,0.0,3.04,0.973,1,2025-03-22
104480,58,F,81,Home,11203,0,1,2,5516,1,7.0,3.6,1.0,0.492,2.56,0.631,0,2024-01-24
104481,56,M,113,Term,37868,0,1,0,0,4,3.8,4.8,1.0,0.0,4.48,0.915,1,2024-02-17
104482,30,F,62,Home,15012,1,1,0,0,0,2.3,3.8,0.984,0.0,2.28,0.582,1,2024-04-24
104483,28,M,112,Term,7846,0,1,1,6751,1,4.8,3.1,1.0,0.86,2.26,0.583,0,2024-06-23
104484,63,M,84,Home,7662,1,1,0,0,2,0.6,4.0,0.988,0.0,3.2,0.753,1,2024-08-11
104485,36,M,25,Term,14035,1,1,0,0,2,2.0,3.9,0.962,0.0,3.14,0.767,1,2025-11-25
104486,28,M,104,Whole,25903,1,1,0,0,2,4.8,4.6,0.99,0.0,3.56,0.499,1,2025-02-06
104487,30,F,87,Health,2737,1,1,0,0,2,1.0,4.2,0.989,0.0,3.32,0.792,1,2025-02-24
104488,63,F,79,Health,10290,0,1,0,0,2,2.3,3.2,1.0,0.0,2.72,0.882,1,2025-10-30
104489,62,M,33,Motor,20672,0,0,1,551,2,5.0,4.3,1.0,0.027,3.38,0.659,0,2024-09-20
104490,18,F,19,Home,17331,0,1,1,18033,1,5.5,4.5,1.0,1.041,3.1,0.545,1,2024-07-22
104491,57,M,57,Health,19394,0,1,1,409,2,4.7,3.2,1.0,0.021,2.72,0.664,0,2025-07-09
104492,61,F,15,Motor,8744,0,1,0,0,3,0.0,4.0,1.0,0.0,3.6,0.966,1,2025-03-20
104493,36,M,41,Term,16098,1,1,0,0,4,3.8,2.9,0.976,0.0,3.34,0.514,0,2025-10-30
104494,29,F,69,Health,29332,1,0,0,0,1,5.5,5.0,0.986,0.0,3.4,0.639,0,2024-07-19
104495,25,F,80,Health,10984,0,0,0,0,1,7.1,4.6,1.0,0.0,3.16,0.925,1,2025-11-22
104496,25,M,60,Motor,15544,0,1,0,0,0,0.7,3.5,1.0,0.0,2.1,0.826,1,2025-09-18
104497,78,F,109,Health,20421,0,1,0,0,1,0.5,3.4,1.0,0.0,2.44,0.814,1,2024-06-04
104498,70,F,112,Motor,8953,0,0,1,2929,0,3.6,3.8,1.0,0.327,2.28,0.637,1,2024-06-20
104499,62,F,96,Term,5977,2,0,0,0,4,0.3,3.8,0.979,0.0,3.88,0.752,1,2025-06-02
104500,29,M,22,Whole,10241,0,0,0,0,3,2.6,3.6,1.0,0.0,3.36,0.863,1,2025-10-22
104501,78,M,43,Health,21148,0,0,0,0,0,4.0,3.8,1.0,0.0,2.28,0.901,1,2025-08-13
104502,65,F,32,Whole,9110,0,1,0,0,1,5.0,3.0,1.0,0.0,2.2,0.684,1,2025-06-24
104503,50,M,13,Whole,6783,0,0,0,0,3,4.0,2.9,1.0,0.0,2.94,0.761,1,2024-12-16
104504,62,F,38,Term,23482,3,1,0,0,2,5.0,3.0,0.923,0.0,2.6,0.59,0,2025-11-07
104505,43,M,26,Motor,7690,0,0,0,0,1,4.9,4.0,1.0,0.0,2.8,0.705,1,2024-05-17
104506,56,M,116,Term,51714,0,1,0,0,2,3.5,4.7,1.0,0.0,3.62,0.879,1,2025-06-04
104507,45,M,81,Motor,28549,0,1,0,0,1,3.7,5.0,1.0,0.0,3.4,0.912,0,2024-02-29
104508,75,F,5,Term,37992,1,1,0,0,0,6.3,5.0,0.833,0.0,3.0,0.525,0,2024-03-03
104509,22,M,49,Term,16499,0,1,1,67134,2,4.5,3.2,1.0,4.069,2.72,0.613,0,2024-01-14
104510,25,F,97,Health,8859,0,1,0,0,2,4.6,4.8,1.0,0.0,3.68,0.98,1,2025-08-20
104511,42,M,91,Health,29902,0,1,0,0,4,3.5,3.9,1.0,0.0,3.94,0.859,1,2024-09-01
104512,44,F,5,Health,6384,1,0,0,0,3,0.4,4.3,0.833,0.0,3.78,0.627,0,2024-03-10
104513,63,F,101,Health,3932,0,0,0,0,3,2.6,5.0,1.0,0.0,4.2,0.846,1,2025-06-20
104514,40,M,71,Whole,19433,0,1,1,19493,2,3.7,4.8,1.0,1.003,3.68,0.608,1,2025-03-27
104515,47,M,48,Motor,5546,2,1,0,0,1,5.5,3.3,0.959,0.0,2.38,0.72,1,2025-09-14
104516,62,M,18,Health,13989,0,0,0,0,0,6.3,3.6,1.0,0.0,2.16,0.799,0,2025-07-25
104517,64,M,95,Whole,13415,0,1,0,0,5,2.5,3.7,1.0,0.0,4.22,0.694,0,2024-03-21
104518,40,F,6,Motor,25268,0,1,0,0,1,5.3,3.9,1.0,0.0,2.74,0.67,1,2024-08-20
104519,66,M,66,Motor,6125,0,1,0,0,1,1.2,4.1,1.0,0.0,2.86,0.813,1,2025-02-13
104520,64,M,77,Health,4992,1,1,2,149792,3,3.7,5.0,0.987,30.006,4.2,0.394,0,2024-09-18
104521,37,F,42,Motor,12703,0,1,0,0,1,5.0,3.7,1.0,0.0,2.62,0.88,1,2025-10-29
104522,35,M,117,Home,2516,0,0,0,0,1,7.1,3.5,1.0,0.0,2.5,0.867,1,2025-09-22
104523,35,F,52,Health,18468,0,0,1,52519,5,1.0,3.9,1.0,2.844,4.34,0.54,1,2024-04-08
104524,19,M,11,Term,17342,0,1,1,9493,1,0.9,3.4,1.0,0.547,2.44,0.61,0,2024-07-31
104525,21,F,26,Home,17555,0,1,1,2957,7,6.5,5.0,1.0,0.168,5.8,0.656,1,2025-03-26
104526,47,M,21,Term,12530,0,1,0,0,0,6.3,2.9,1.0,0.0,1.74,0.788,1,2025-02-19
104527,50,M,66,Term,44593,0,1,0,0,3,3.4,2.1,1.0,0.0,2.46,0.825,0,2025-10-11
104528,53,M,40,Whole,19822,1,1,0,0,2,4.0,3.1,0.976,0.0,2.66,0.843,1,2025-11-17
104529,35,M,56,Motor,23493,0,0,1,14565,1,2.2,2.1,1.0,0.62,1.66,0.488,0,2025-03-24
104530,54,M,118,Home,9687,0,0,1,4049,1,2.7,4.1,1.0,0.418,2.86,0.58,0,2025-06-07
104531,36,M,51,Health,12858,0,0,3,12408,3,0.0,2.8,1.0,0.965,2.88,0.579,1,2025-06-21
104532,64,F,20,Home,7956,0,1,1,50536,2,3.1,5.0,1.0,6.352,3.8,0.752,1,2024-08-31
104533,45,M,81,Term,16110,0,1,0,0,1,3.3,4.0,1.0,0.0,2.8,0.876,1,2025-11-13
104534,57,F,80,Term,8056,0,0,0,0,2,7.1,3.6,1.0,0.0,2.96,0.856,1,2024-05-09
104535,37,M,57,Health,23933,0,0,1,20965,0,6.0,2.8,1.0,0.876,1.68,0.75,1,2025-08-30
104536,66,F,106,Home,14471,1,0,0,0,4,4.1,4.0,0.991,0.0,4.0,0.643,1,2024-10-04
104537,50,F,5,Health,2230,1,1,0,0,2,1.1,5.0,0.833,0.0,3.8,0.516,1,2024-01-09
104538,29,M,14,Term,7538,1,0,0,0,2,2.0,2.3,0.933,0.0,2.18,0.64,1,2024-03-30
104539,75,M,24,Term,35671,0,1,0,0,3,2.6,4.4,1.0,0.0,3.84,0.864,1,2024-11-21
104540,68,M,115,Term,37289,1,0,0,0,1,5.1,3.1,0.991,0.0,2.26,0.576,0,2024-10-07
104541,32,M,68,Whole,21539,0,1,0,0,2,0.0,4.7,1.0,0.0,3.62,0.803,1,2025-02-07
104542,58,M,52,Term,12823,0,1,0,0,0,2.6,3.2,1.0,0.0,1.92,0.862,1,2024-03-10
104543,56,F,48,Home,32595,0,0,0,0,2,2.9,5.0,1.0,0.0,3.8,0.752,1,2025-04-05
104544,19,F,88,Health,13496,1,0,2,7256,6,0.1,4.3,0.989,0.538,4.98,0.392,0,2024-08-21
104545,46,M,47,Motor,31513,1,1,0,0,7,4.9,3.0,0.979,0.0,4.6,0.612,1,2024-11-03
104546,58,F,60,Term,16030,0,0,1,1931,1,0.0,3.0,1.0,0.12,2.2,0.704,1,2024-10-12
104547,27,F,73,Term,11978,0,1,1,4029,2,2.6,3.6,1.0,0.336,2.96,0.569,0,2025-07-12
104548,19,F,3,Health,23848,0,1,1,26925,2,2.9,3.0,1.0,1.129,2.6,0.542,0,2024-05-09
104549,68,M,119,Motor,6884,0,1,0,0,0,5.9,2.5,1.0,0.0,1.5,0.945,1,2024-07-19
104550,28,M,9,Health,8064,1,1,1,4699,0,4.4,4.8,0.9,0.583,2.88,0.324,1,2024-09-19
104551,30,M,82,Motor,5260,2,0,0,0,3,0.0,2.2,0.976,0.0,2.52,0.517,0,2024-12-17
104552,27,F,100,Motor,19956,1,1,0,0,0,1.2,5.0,0.99,0.0,3.0,0.658,1,2024-03-29
104553,31,M,83,Term,14078,0,1,2,21126,5,0.0,3.5,1.0,1.501,4.1,0.653,0,2025-01-02
104554,35,M,24,Term,73231,0,0,0,0,3,2.8,4.2,1.0,0.0,3.72,0.693,0,2024-02-23
104555,68,M,4,Motor,20438,0,0,1,7055,4,1.5,5.0,1.0,0.345,4.6,0.426,0,2025-05-01
104556,71,M,9,Health,11721,1,1,1,8831,1,2.6,4.3,0.9,0.753,2.98,0.485,0,2025-01-08
104557,26,F,97,Whole,13364,0,0,0,0,2,0.8,3.3,1.0,0.0,2.78,0.898,1,2025-09-14
104558,74,M,1,Health,17309,0,1,1,4622,2,1.6,5.0,1.0,0.267,3.8,0.769,1,2025-08-22
104559,56,F,116,Health,9716,0,1,0,0,2,4.5,2.3,1.0,0.0,2.18,0.774,1,2024-07-15
104560,45,F,115,Home,2822,0,0,1,20147,2,4.5,4.0,1.0,7.139,3.2,0.813,1,2024-12-02
104561,20,M,35,Term,5299,0,1,0,0,2,1.1,4.8,1.0,0.0,3.68,0.857,1,2024-02-24
104562,37,M,74,Whole,10614,0,1,0,0,1,0.0,3.4,1.0,0.0,2.44,0.73,1,2025-05-16
104563,23,F,12,Health,4368,0,0,0,0,1,5.2,3.0,1.0,0.0,2.2,0.843,1,2025-10-02
104564,44,M,18,Motor,14760,0,1,0,0,5,2.9,2.8,1.0,0.0,3.68,0.798,1,2024-10-16
104565,70,M,78,Health,28316,0,0,0,0,2,1.7,3.7,1.0,0.0,3.02,0.956,1,2025-03-03
104566,19,M,10,Home,8111,1,1,0,0,2,0.7,2.2,0.909,0.0,2.12,0.488,1,2025-09-17
104567,46,F,74,Motor,10840,0,1,1,23693,2,2.4,2.3,1.0,2.186,2.18,0.734,0,2025-11-24
104568,55,F,18,Health,13254,0,0,0,0,5,2.7,3.3,1.0,0.0,3.98,0.681,0,2024-07-30
104569,20,M,24,Term,11890,1,0,0,0,0,4.4,3.4,0.96,0.0,2.04,0.517,1,2025-08-16
104570,33,M,1,Health,14873,0,1,0,0,0,7.5,4.1,1.0,0.0,2.46,0.893,1,2024-12-02
104571,47,M,94,Motor,3360,1,1,1,3230,3,1.8,3.5,0.989,0.961,3.3,0.536,0,2025-07-02
104572,57,F,79,Motor,30271,0,1,0,0,4,5.6,3.2,1.0,0.0,3.52,0.709,1,2024-08-26
104573,19,M,72,Home,12548,0,1,1,5749,2,1.9,4.8,1.0,0.458,3.68,0.721,1,2025-03-14
104574,34,F,99,Health,7565,0,0,0,0,2,2.1,4.1,1.0,0.0,3.26,0.93,1,2025-02-22
104575,58,M,82,Health,17962,0,0,0,0,1,0.0,5.0,1.0,0.0,3.4,0.799,0,2024-02-12
104576,79,F,105,Term,27363,0,0,0,0,2,0.0,3.8,1.0,0.0,3.08,0.815,0,2024-10-02
